409	Adv Tactical Lab        	ss99        	This upgrade toughens the Tactical Laboratory and gives teams more research options, especially for Stealth Fighter craft.                                                                              	302.5	20000	10000	100.0	40.0	10000	250	120	AtCanBuildSmBuildings AtCanBuildShips                                                                                                                                                                                                                           	AtCanBuildBuildings ResearchedElectronics2 IsCivRix TacticalAllowed                                                                                                                                                                                             	HasElectronics2 HasElectronics1 HasLevel1 HasLevel2 CopyElectronics                                                                                                                                                                                             		886	3000.0	32	0	station     	747	767	787	807	380	440	460	827	847	867	887	907	927	0	7	1	7	10	AdvTactical             	626
410	Starbase                	ss01        	This upgrade toughens the Garrison and makes available several key ship upgrades.                                                                                                                       	423.5	25000	15000	150.0	50.0	20000	250	120	AtStarbase2 AtCanBuildBuildings AtCanBuildSmBuildings AtCanBuildShips                                                                                                                                                                                           	AtCanBuildSmBuildings ResearchedStarbase2 IsCivRix                                                                                                                                                                                                              	HasStarbase2 HasStarbase1                                                                                                                                                                                                                                       		887	4500.0	8	0	station     	740	760	780	800	380	440	460	820	840	860	880	900	920	0	0	1	7	10	Starbase                	626
411	Supremacy Ctr           	cap05       	Build to quickly seize sector control with the versatile Fighter-class ship and a large array of weaponry and offensive technologies.                                                                   	302.5	13333	6666	66.0	27.0	10000	250	120	AtCanBuildSmBuildings AtCanBuildShips                                                                                                                                                                                                                           	AtCanBuildBuildings IsCivRix SupremacyAllowed                                                                                                                                                                                                                   	HasOrdnance1 HasOrd1Res1 HasLevel1 CopyOrdnance                                                                                                                                                                                                                 	407	886	2400.0	64	0	station     	746	766	786	806	380	440	460	826	846	866	886	906	926	0	6	1	7	10	Supremacy               	626
412	Expansion Com           	ss97        	Build to develop economic and defensive technologies such as better mining yield, Interceptors and Troop Transport craft.                                                                               	302.5	13333	6666	66.0	27.0	10000	250	120	AtCanBuildSmBuildings AtCanBuildShips                                                                                                                                                                                                                           	AtCanBuildBuildings IsCivRix ExpansionAllowed                                                                                                                                                                                                                   	HasResearch1 HasOrd1Res1 HasLevel1 CopyResearch                                                                                                                                                                                                                 	408	886	2400.0	16	0	station     	745	765	785	805	380	440	460	825	845	865	885	905	925	0	5	1	7	10	Expansion               	626
413	Tactical Lab            	ss99        	Build to ruin your enemies' infrastructure with technologies such as the Stealth Fighter, the signature cloak, and better shields.                                                                      	302.5	13333	6666	66.0	27.0	10000	250	120	AtCanBuildSmBuildings AtCanBuildShips                                                                                                                                                                                                                           	AtCanBuildBuildings IsCivRix TacticalAllowed                                                                                                                                                                                                                    	HasElectronics1 HasLevel1 CopyElectronics                                                                                                                                                                                                                       	409	886	2400.0	32	0	station     	747	767	787	807	380	440	460	827	847	867	887	907	927	0	7	1	7	10	Tactical                	626
414	Refinery Platform       	ss94        	Build near He3 Asteroids to shorten round trip for Miners                                                                                                                                               	121.0	6666	3333	33.0	13.0	3000	250	90	                                                                                                                                                                                                                                                                	AtCanBuildSmBuildings IsCivRix                                                                                                                                                                                                                                  	                                                                                                                                                                                                                                                                		2049	2400.0	8	0	refinery    	744	764	784	804	380	440	460	824	844	864	884	904	924	0	4	1	6	9	Refinery                	627
415	Garrison                	ss01        	Build as a hub for all sector activity and to build all the other large buildings, the nexus of your team's operation.                                                                                  	423.5	20000	10000	100.0	40.0	20000	250	120	AtStarbase1 AtCanBuildBuildings AtCanBuildSmBuildings AtCanBuildShips                                                                                                                                                                                           	AtCanBuildSmBuildings IsCivRix                                                                                                                                                                                                                                  	HasStarbase1                                                                                                                                                                                                                                                    	410	887	3600.0	8	0	station     	740	760	780	800	380	440	460	820	840	860	880	900	920	0	0	1	7	10	Garrison                	626
447	Teleport Receiver       	ss95        	Build to establish a rapid-response transportation system. Good in defense and offense.                                                                                                                 	60.0	6666	3333	33.0	13.0	3000	50	90	                                                                                                                                                                                                                                                                	AtCanBuildSmBuildings IsCivRix                                                                                                                                                                                                                                  	                                                                                                                                                                                                                                                                		8	2400.0	8	0	ripstation  	743	763	783	803	380	440	460	823	843	863	883	903	923	0	3	1	6	9	Teleport                	627
22	Carbon Mine             	ss08        	Build on Carbonaceous asteroids to generate additional income                                                                                                                                           	121.0	6000	4000	20.0	10.0	6000	75	90	                                                                                                                                                                                                                                                                	AtCanBuildBuildings IsCivCrimsonWing ResearchedCarbonMine                                                                                                                                                                                                       	                                                                                                                                                                                                                                                                		8200	2400.0	64	1250	iconspref   	746	764	784	804	380	420	460	824	844	864	884	904	924	0	10	1	12	13	CarbonMine              	27
23	Silicon Mine            	ss08        	Build on Silicon asteroids to generate additional income                                                                                                                                                	121.0	6000	4000	20.0	10.0	8000	125	90	                                                                                                                                                                                                                                                                	AtCanBuildBuildings IsCivCrimsonWing ResearchedSiliconMine                                                                                                                                                                                                      	                                                                                                                                                                                                                                                                		8200	2400.0	32	2000	iconspref   	747	764	784	804	380	420	460	824	844	864	884	904	924	0	11	1	12	13	SiliconMine             	27
